title,claim,verdict,url,date
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"1977 ""coming ice age"" Time magazine cover is a fake",When the exact same group of 'experts' who claimed it was global cooling in 1977 now claim it's global warming you can easily see why I am skeptical,Inaccurate,https://science.feedback.org/review/1977-coming-ice-age-time-magazine-cover-is-a-fake/,2019-12-16
ABC article effectively illustrates important climate trends for Australian readers,The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1.7Very high,https://science.feedback.org/review/abc-article-effectively-illustrates-important-climate-trends-for-australian-readers-tim-leslie-joshua-byrd-nathan-hoad/,2019-12-11
Ian Plimer op-ed in The Australian again presents long list of false claims about climate,The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,-2Very low,https://science.feedback.org/review/ian-plimer-op-ed-in-the-australian-again-presents-long-list-of-false-claims-about-climate/,2019-11-26
Bedrock heat flow studies made no claim contradicting human-caused melting of glaciers,[A] series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth’s polar ice sheets.,Inaccurate,https://science.feedback.org/review/bedrock-heat-flow-studies-made-no-claim-about-human-caused-melting-climate-change-dispatch-james-edward-kamis/,2019-11-22
New York Times op-ed claiming scientists underestimated climate change lacks supporting evidence,Father of Global Warming’ Scientist Finally Admits Theory Is Wrong,-0.8Low,https://science.feedback.org/review/new-york-times-op-ed-claiming-scientists-underestimated-climate-change-lacks-supporting-evidence-eugene-linden/,2019-11-18
Claim of a coming ice age misrepresents the study it relies on,Scientists studying Antarctica sea ice warn a rise in accumulation could spark the next ice age.,Incorrect,https://science.feedback.org/review/claim-of-a-coming-ice-age-misrepresents-the-study-it-relies-on/,2019-11-01
Human activities release far more carbon dioxide than volcanoes do,"That one little burp by Mt. Etna has already put more than 10,000 times the CO2 into the atmosphere than mankind has in our entire time on the Earth",Inaccurate,https://science.feedback.org/review/human-activities-release-far-more-carbon-dioxide-than-volcanoes-do/,2019-10-31
Letter to the UN was not signed by 500 scientists or experts on climate science,500 Scientists Write U.N.: ‘There Is No Climate Emergency’.... More than 500 scientists and professionals in climate and related fields have sent a 'European Climate Declaration' to the Secretary-General of the United Nations,Misleading,https://science.feedback.org/review/letter-to-un-was-not-signed-by-500-experts-on-climate-science-breitbart/,2019-10-30
Photo meme of Sydney Harbour incorrectly claims no sea level rise has occurred,Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years.,Inaccurate,https://science.feedback.org/review/photo-meme-of-sydney-harbour-incorrectly-claims-no-sea-level-rise-has-occurred/,2019-10-28
"Telegraph article on climate change mixes accurate and unsupported, inaccurate claims, misleads with false balance",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,-1.7Very low,https://science.feedback.org/review/telegraph-article-misleads-with-false-balance-mixing-in-unsupported-and-inaccurate-claims-sarah-knapton/,2019-10-18
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"Letter signed by ""500 scientists"" relies on inaccurate claims about climate science",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,-1.8Very low,https://science.feedback.org/review/letter-signed-by-500-scientists-relies-on-inaccurate-claims-about-climate-science/,2019-10-04
"2°C is not known to be a ""point of no return"", as Jonathan Franzen claims",The consensus among scientists and policy-makers is that we’ll pass this point of no return if the global mean temperature rises by more than two degrees Celsius,Incorrect,https://science.feedback.org/review/2c-not-known-point-of-no-return-as-jonathan-franzen-claims-new-yorker/,2019-09-17
There is overwhelming evidence that current climate change is significantly caused by human carbon emissions contrary to claim in Townhall,"Human-produced carbon might be one of the factors [of climate change], but there’s simply no evidence that it is a significant one.",Incorrect,https://science.feedback.org/review/there-is-overwhelming-evidence-that-climate-change-is-human-caused-townhall/,2019-09-11
Claim that the Earth has cooled since Medieval or Roman times is contradicted by available data,"Peer-reviewed studies, geologic records, and all the studies have shown that we have actually cooled since the Roman Warming Period, and likely since the Medieval Warming Period.",Inaccurate,https://science.feedback.org/review/claim-that-the-earth-has-cooled-since-medieval-or-roman-times-is-false-marc-morano/,2019-09-09
Claim of no US warming since 2005 is directly contradicted by the data it is based on,the U.S. Climate Reference Network[...] finds there has been no warming for the past 14 years at least,Inaccurate,https://science.feedback.org/review/claim-of-no-us-warming-since-2005-is-directly-contradicted-by-the-data-it-is-based-on/,2019-09-06
Earth's orbit cannot explain modern climate change,"changes in the solar orbit of the earth, along with alterations to the earth’s axial tilt, are both responsible for what climate scientists today have dubbed as “warming”[...]. In no way, shape, or form are humans warming or cooling the planet",Incorrect,https://science.feedback.org/review/earths-orbit-cannot-explain-modern-climate-change/,2019-09-03
Washington Examiner op-ed cherry-picks data and misleads readers about climate models,New study shows that climate change is greatly overestimated because oceans are cooling Earth far more than we thought,-1.6Very low,https://science.feedback.org/review/washington-examiner-op-ed-cherry-picks-data-to-mislead-readers-about-climate-models-patrick-michaels-caleb-stewart-rossiter/,2019-08-31
Prediction by Extinction Rebellion's Roger Hallam that climate change will kill 6 billion people by 2100 is unsupported,"I am talking about the slaughter, death, and starvation of 6 billion people this century—that's what the science predicts.",Incorrect,https://science.feedback.org/review/prediction-extinction-rebellion-climate-change-will-kill-6-billion-people-unsupported-roger-hallam-bbc/,2019-08-22
"Rick Perry's claim that US is ""leading the world"" in emission cuts is misleading","I think about all the 194 [countries] that signed onto the Paris accord, the U.S. is the one that's leading the world in reducing emissions",Misleading,https://science.feedback.org/review/rick-perrys-claim-that-us-is-leading-the-world-in-emission-cuts-is-misleading-fox-news/,2019-08-20
"CO2 caused warming during past climate changes, notably as a feedback amplifying other factors","CO2 does not cause climate change, it RESPONDS to it [...] temperature always changes first, and CO2 follows",Flawed reasoning,https://science.feedback.org/review/its-not-true-that-co2-only-increases-after-temperature-rises-william-happer-ice-age-now/,2019-08-14
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Claim that cosmic rays are a crucial player for current climate change is unsupported,"Based on the increase of solar activity during the twentieth century, it should account for between half to two-thirds of all climate change",Incorrect,https://science.feedback.org/review/claim-that-cosmic-rays-are-a-crucial-player-for-current-climate-change-is-unsupported-nir-shaviv-electroverse-global-warming-policy-foundation/,2019-08-13
"Express article falsely warns of a solar-induced ""ice age""","The current solar minimum could last for more than three decades which could lead to temperatures plummeting across the globe, scientists have warned.",Incorrect,https://science.feedback.org/review/yet-another-express-article-falsely-warns-of-a-solar-induced-ice-age-sean-martin/,2019-08-06
Research does not show a Medieval Warm Period warmer than the present day,"18 proxies tell us the world was the same or warmer 1,000 years ago",Inaccurate,https://science.feedback.org/review/research-does-not-show-a-medieval-warm-period-warmer-than-the-present-day/,2019-08-05
"Hosted by former Australian senator, Tony Heller repeats false claim that scientists fake the warming trend","[T]he raw data, the actual thermometer data[...] shows that the US has been cooling for 80 to 90 years. But the graphs they release to the public show warming trend, and it's all because they've altered the data.",Inaccurate,https://science.feedback.org/review/hosted-by-former-australian-senator-tony-heller-repeats-false-claim-that-scientists-fake-the-warming-trend/,2019-08-05
NBC News story accurately covers research on two millennia of climate history,It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,1.3High,https://science.feedback.org/review/nbc-news-story-accurately-covers-research-on-two-millennia-of-climate-history-jaclyn-jeffrey-wilensky/,2019-07-30
"Data shows the Earth is currently warmer globally than at any time in the past 2,000 years","Earth’s mean temperature over the last 2,000 years shows two previous periods when temperatures were warmer than they are now; from 1–200 A.D., an epoch called the Roman Warm Period, and more recently the Medieval Warm Period from 900–1100 A.D.",Inaccurate,https://science.feedback.org/review/the-earth-was-not-warmer-in-medieval-times-town-hall-gregory-rummo/,2019-07-26
Sky News Australia interview falsely claims that global cooling is coming soon,"the Intergovernmental Panel on Climate Change is misleading humanity about climate change and sea levels, and that in fact a new solar-driven cooling period is not far off",Incorrect,https://science.feedback.org/review/sky-news-australia-interview-falsely-claims-that-global-cooling-is-coming-soon/,2019-07-18
Non-peer-reviewed manuscript falsely claims natural cloud changes can explain global warming,During the last hundred years the temperature is increased about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C.,Incorrect,https://science.feedback.org/review/non-peer-reviewed-manuscript-falsely-claims-natural-cloud-changes-can-explain-global-warming/,2019-07-12
"On Fox News, Patrick Michaels falsely claims humans are only responsible for half of global warming","So that means that probably about half, maybe half of that nine-tenths of the degree [of total warming] might be caused by greenhouse gases",Incorrect,https://science.feedback.org/review/on-fox-news-patrick-michaels-falsely-claims-humans-are-only-responsible-for-half-of-global-warming/,2019-07-09
Popular article in The Independent accurately summarizes June heat in Europe,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1.7Very high,https://science.feedback.org/review/popular-article-in-the-independent-accurately-summarizes-june-heat-in-europe-conrad-duncan/,2019-07-05
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
NASA did not create global warming by manipulating data,"[NASA] has been adjusting temperatures from the past[...] downward, while adjusting current-day temperatures upward, and those changes are responsible for most of the claimed global warming during that time.",Inaccurate,https://science.feedback.org/review/nasa-did-not-create-global-warming-by-manipulating-data-tony-heller-steven-goddard/,2019-07-01
Claim that electric vehicles cause more carbon emissions than diesel misrepresents reality,New Study Confirms EVs Considerably Worse For Climate Than Diesel Cars,Inaccurate,https://science.feedback.org/review/claim-that-electric-vehicles-cause-more-carbon-emissions-than-diesel-misrepresents-reality/,2019-06-24
Investor's Business Daily editorial doesn't support claims about UN statements,The UN Admits That The Paris Climate Deal Was A Fraud,,https://science.feedback.org/review/investors-business-daily-editorial-doesnt-support-claims-about-un-statements/,2019-06-17
Financial Post commentary jumps to unsupported conclusions in claiming “climate change isn’t causing extreme weather”,,-1Low,https://science.feedback.org/review/financial-post-commentary-misrepresents-scientific-understanding-of-weather-extremes-ross-mckitrick/,2019-06-13
"Claim that human civilization could end in 30 years is speculative, not supported with evidence","Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",-1.4Very low,https://science.feedback.org/review/iflscience-story-on-speculative-report-provides-little-scientific-context-james-felton/,2019-06-09
Commentary in The Australian by Ian Plimer relies on false claims to make its case,The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,-2Very low,https://science.feedback.org/review/the-australian-commentary-by-ian-plimer-relies-on-false-claims-to-make-its-case/,2019-05-20
It's true that the current carbon dioxide level is higher than any time in human existence,the concentration of carbon dioxide in Earth’s atmosphere has climbed to a level last seen more than 3 million years ago — before humans even appeared on the rocky ball we call home,Accurate,https://science.feedback.org/review/its-true-that-the-current-carbon-dioxide-level-is-higher-than-any-time-in-human-existence/,2019-05-18
"In popular video, Dan Peña falsely claims humans aren't causing climate change",Fifty-five thousand years ago the whole world was 2°C warmer than it is today[...] It's all cyclical; [human-caused greenhouse gas emissions are] not a fart in the wind. Sea level rise is not going to happen.,Flawed reasoning,https://science.feedback.org/review/video-falsely-claiming-to-be-barron-trump-also-falsely-claims-humans-arent-causing-climate-change/,2019-05-07
There is clear evidence for the existence of climate change contrary to claims by John Coleman,"Climate change is not happening, there is no significant man-made global warming now, there hasn't been any in the past, and there's no reason to expect any in the future.",Incorrect,https://science.feedback.org/review/there-are-clear-evidence-for-climate-change-contrary-to-claims-by-john-coleman/,2019-04-30
Claim in The Express that low solar activity is bringing cold weather is false,"Cold weather to grip world as solar minimum to deepen, NASA says",Inaccurate,https://science.feedback.org/review/claim-in-the-express-that-low-solar-activity-is-bringing-cold-weather-is-false/,2019-04-24
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Breitbart article baselessly claims a study of past climate invalidates human-caused climate change,It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,-1.9Very low,https://science.feedback.org/review/breitbart-article-baselessly-claims-a-study-of-past-climate-invalidates-human-caused-climate-change-john-nolte/,2019-04-11
Blaze article badly misrepresents study of Greenland's Jakobshavn Glacier,"[O]ne of the previously fastest shrinking glaciers in the world is growing again, calling into question the narrative that rapid climate change [...] poses a significant threat to the existence of the human race",Flawed reasoning,https://science.feedback.org/review/blaze-article-badly-misrepresents-study-of-greenlands-jakobshavn-glacier/,2019-03-29
"Caleb Rossiter falsely claims that climate models are ""running very hot""",The models predicted about three times the amount of warming in the world we’ve seen since [1988].,Inaccurate,https://science.feedback.org/review/caleb-rossiter-falsely-claims-that-climate-models-are-running-very-hot/,2019-03-11
Senator Sanders' claim that climate change is making tornadoes worse isn't supported by published research,"The science is clear, climate change is making extreme weather events, including tornadoes, worse.",Misleading,https://science.feedback.org/review/senator-sanders-claim-that-climate-change-is-making-tornadoes-worse-isnt-supported-by-published-research/,2019-03-08
Western Journal op-ed deceives readers with completely unsupported claims,The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,-2Very low,https://science.feedback.org/review/western-journal-op-ed-deceives-readers-with-completely-unsupported-claims-jay-lehr-tom-harris/,2019-02-26
Claim that cows have more impact on climate than cars depends on the timescale,Burping cows are more damaging to the climate than all the cars on this planet.,Lacks context,https://science.feedback.org/review/claim-about-climate-impacts-of-cows-vs-cars-needs-a-little-explanation-financial-times/,2019-02-21
New York Times' coverage of IPCC report clearly presents conclusions,,+1.5Very high,https://science.feedback.org/review/new-york-times-coverage-of-ipcc-report-clearly-presents-conclusions-coral-davenport/,2019-01-24
Guardian story on climate impacts of diet gets mixed reviews from scientists,"Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",0.2Neutral,https://science.feedback.org/review/guardian-story-on-climate-impacts-of-diet-gets-mixed-reviews-from-scientists-damian-carrington/,2019-01-23
Story on congressman's incorrect claims about sea level rise could have corrected them more explicitly,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-0.3Neutral,https://science.feedback.org/review/story-on-congressmans-incorrect-claims-about-sea-level-rise-could-have-corrected-them-more-explicitly/,2019-01-22
"BBC article on IPCC report is mostly accurate, but could use some clarification",,+1.0High,https://science.feedback.org/review/bbc-article-on-ipcc-report-is-mostly-accurate-but-could-use-some-clarification/,2019-01-21
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
CNN accurately covers latest IPCC report,,+1.5Very high,https://science.feedback.org/review/cnn-accurately-covers-latest-ipcc-report-brandon-miller/,2019-01-19
USA Today story updates readers on trend in monthly global temperatures,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",2Very high,https://science.feedback.org/review/usa-today-story-updates-readers-on-trend-in-monthly-global-temperatures-doyle-rice/,2019-01-14
Washington Post article accurately discusses warm Arctic weather event,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",2Very high,https://science.feedback.org/review/washington-post-article-accurately-discusses-warm-arctic-weather-event-jason-samenow/,2019-01-14
Popular “Friends of Science” video promoted by Youtube presents long list of climate myths,,-2Very low,https://science.feedback.org/review/friends-of-science-video-promoted-by-youtube-presents-long-list-of-climate-myths-steve-goreham/,2018-12-21
"Popular story on Fox2Now accurately describes 2017 global temperature, sea ice extent","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1.3High,https://science.feedback.org/review/popular-story-fox2news-accurately-describes-2017-global-temperature-sea-ice-extent-cnn/,2018-12-04
"Metro's claims of coming ""mini ice age"" have no basis in reality",[S]unspot activity on the surface of our star has dropped to a new low. It’s feared this could herald the arrival of a uniquely grim ‘mini Ice Age’.,Incorrect,https://science.feedback.org/review/metros-claims-of-coming-mini-ice-age-have-no-basis-in-reality/,2018-11-20
Washington Post accurately describes ocean warming study (which has since been corrected),"Global ocean temperatures have been cooling, proving there is no global warming.",1High,https://science.feedback.org/review/washington-post-accurately-describes-ocean-warming-study-with-potential-implications-for-future-carbon-budget-chris-mooney-brady-dennis/,2018-11-03
Guardian story accurately describes study on environmental impacts of our food system,"Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",1.5Very high,https://science.feedback.org/review/guardian-story-accurately-describes-study-on-environmental-impacts-of-our-food-system-damian-carrington/,2018-10-17
"On BBC Newsnight, Myron Ebell falsely claims climate models exaggerate warming",The rate of warming according to the data is much slower than the models used by the IPCC,Inaccurate,https://science.feedback.org/review/on-bbc-newsnight-myron-ebell-falsely-claims-climate-models-exaggerate-warming/,2018-10-09
Guardian story conveys statement by scientists stressing role of deforestation in climate change,,0.7High,https://science.feedback.org/review/guardian-conveys-statement-scientists-stressing-role-of-deforestation-climate-change-oliver-milman/,2018-10-09
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
USA Today op-ed ignores evidence to claim climate change had no role in Hurricane Florence,Hurricane Milton is a targeted geo-engineered storm. Hurricanes don’t develop in the western Gulf of Mexico and head straight east to Florida.,-1.5Very low,https://science.feedback.org/review/usa-today-op-ed-ignores-evidence-to-claim-climate-change-had-no-role-in-hurricane-florence-roy-spencer/,2018-09-17
Guardian story accurately covers sea ice event but makes unsupported connection to weather patterns and the Gulf Stream,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",1.3High,https://science.feedback.org/review/guardian-story-accurately-covers-sea-ice-event-but-makes-unsupported-connection-weather-patterns-gulf-stream-jonathan-watts/,2018-08-28
Ian Plimer wrongly claims that carbon dioxide emissions do not cause climate change,there is no relationship between temperature and carbon dioxide emissions by ­humans[...] carbon dioxide has had a minuscule effect on global climate,Incorrect,https://science.feedback.org/review/ian-plimer-wrongly-claims-that-carbon-dioxide-emissions-do-not-cause-climate-change/,2018-08-11
Ian Plimer incorrectly claims human-caused emissions are short-lived,"The ­atmospheric residency time of carbon dioxide is five years and it is quickly sequestered into plants, marine life, oceans and sediments.",Misleading,https://science.feedback.org/review/ian-plimers-op-ed-incorrectly-claims-human-caused-emissions-are-short-lived/,2018-08-11
"The Australian publishes ""deeply ill-informed"" opinion on climate by Ian Plimer","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-2Very low,https://science.feedback.org/review/op-ed-in-the-australian-gets-nearly-every-fact-wrong-ian-plimer/,2018-08-09
"Guardian coverage of essay on potential of future ""hothouse"" climate is generally accurate, but misstates some details",,1High,https://science.feedback.org/review/guardian-potential-future-hothouse-climate-generally-accurate-but-misstates-details-jonathan-watts/,2018-08-09
President Trump's claim that water supply policy has worsened California wildfires is baseless,California wildfires are being magnified & made so much worse by the bad environmental laws which aren’t allowing massive amounts of readily available water to be properly utilized. It is being diverted into the Pacific Ocean.,Inaccurate,https://science.feedback.org/review/president-trumps-claim-that-water-supply-policy-has-worsened-california-wildfires-is-baseless/,2018-08-07
Washington Post story puts recent weather extremes in accurate climate change context,,1.7Very high,https://science.feedback.org/review/washington-post-story-puts-recent-weather-extremes-in-accurate-climate-change-context-joel-achenbach-angela-fritz/,2018-07-31
NPR story accurately describes ecological consequences of altered spring timings in a warming climate,Windmills are a threat to eagles’ population.,1.5Very high,https://science.feedback.org/review/npr-story-accurately-describes-ecological-consequences-of-altered-spring-timings-in-a-warming-climate-nathan-rott/,2018-07-27
Fred Singer incorrectly claims sea level rise is not caused by climate change,"Sea-level rise does not seem to depend on ocean temperature, and certainly not on CO2",Incorrect,https://science.feedback.org/review/fred-singer-incorrectly-claims-sea-level-rise-is-not-caused-by-climate-change/,2018-07-19
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
USA Today story accurate but lacks clarity regarding timescales over which warming could be underestimated,It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,0.8High,https://science.feedback.org/review/usa-today-paleoclimate-study-mostly-accurate-lacks-clarity-doyle-rice/,2018-07-10
"Daily Mail correctly reports that climate change leads to more severe heatwaves, but explanation of recent weather is off the mark","""Global warming saves 166,000 lives each year""; those claiming that climate change is causing heat-related deaths are wrong because they ignore that the population is growing and becoming older",-1.4Very low,https://science.feedback.org/review/scorching-earth-global-warming-blame-all-time-heat-records-worldwide-daily-mail-joe-pinkstone/,2018-07-07
Financial Post commentary misleads about warming effect of greenhouse gas emissions by cherry-picking studies,the real atmosphere is less sensitive to CO2 than what has been forecast by climate models,-1Low,https://science.feedback.org/review/financial-post-commentary-misleads-warming-effect-greenhouse-gas-emissions-cherry-picking-studies-ross-mckitrick/,2018-06-22
Washington Post article accurately describes latest estimate of accelerating Antarctic ice loss,New study finds a major current in the Southern Ocean has reversed.,1.3High,https://science.feedback.org/review/washington-post-article-accurately-describes-latest-estimate-accelerating-antarctic-ice-loss-chris-mooney/,2018-06-15
National Geographic accurately covers research pointing to slower-moving hurricanes,Hurricane Milton is a targeted geo-engineered storm. Hurricanes don’t develop in the western Gulf of Mexico and head straight east to Florida.,1.8Very high,https://science.feedback.org/review/national-geographic-hurricanes-moving-slower-global-warming-craig-welch/,2018-06-08
New York Times story accurately describes Rio Grande’s climate context,More than 75 percent of the rainforest is losing resilience; More than half of the rainforest could be converted into savanna in a matter of decades,1High,https://science.feedback.org/review/new-york-times-story-accurately-describes-rio-grandes-climate-context-henry-fountain/,2018-05-31
Wall Street Journal commentary grossly misleads readers about science of sea level rise,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",-1.8Very low,https://science.feedback.org/review/wall-street-journal-commentary-grossly-misleads-readers-about-science-of-sea-level-rise-fred-singer/,2018-05-18
"Business Insider highlights health impacts of climate change, but some aspects are misleading",,-0.2Neutral,https://science.feedback.org/review/business-insider-highlights-health-impacts-climate-change-aspects-are-misleading-kevin-loria/,2018-05-15
